307f8bd8d96ac03473e5df763b32c546,16
e66dedee0b9872ef02adaa3ee0667c6a,16
91c7cd1b0b934b8f0861c5a73ead7445,16
91c7cd1b0b934b8f0861c5a73ead7445,18
eaa12a72ce6ea667b1af8892d3206ceb,16
eaa12a72ce6ea667b1af8892d3206ceb,18
b9284b8b0a4201963ea29fec37dfb36a,16
7aec6cf47e9be3164e209f98e9fce260,16
9f913b1036e243d9e8a11f6e7d31262e,16
71dbffd8fbd94757e578c08137370187,16
8a8064f3fffc55f199db8a72b6805dfe,16
d87f7457765f3144d00deed446c2c335,16
fdaf7de933e3ce71331ec1e4f5c0c1fe,16
3492551ad356e4afdccf32fd4ddc5676,16
0ca5b7380c42388aa120e487a8c7861f,16
c94b19c9adc03af397488c81c23f67f2,16
66934d74e53058ac042da847010e8b53,16
eb71beeb368cfb624c823678b3f3f220,16
1759c2bab1bd77475c93b8b4feb4d2be,16
